,unixtime,location,currency,buy_price,buy_quantity,sell_price,sell_quantity
19,1578430367.3,AGXLN,USD,590,27.263,591,1.996
20,1578430367.3,AGXLN,GBP,448,54.435,450,3.318
21,1578430367.3,AGXLN,EUR,528,41.732,531,14.965
22,1578430367.3,AGXTR,USD,589,27.225,595,0.623
23,1578430367.3,AGXTR,GBP,448,26.231,456,26.861
24,1578430367.3,AGXTR,EUR,528,26.708,536,6.23
25,1578430367.3,AGXSG,USD,590,7.463,595,0.093
26,1578430367.3,AGXSG,GBP,448,26.231,455,21.349
27,1578430367.3,AGXSG,EUR,528,26.708,535,3
28,1578430367.3,PTXLN,USD,31060,0.638,31330,0.654
29,1578430367.3,PTXLN,GBP,23670,0.639,23870,0.639
30,1578430367.3,PTXLN,EUR,27900,0.1,28110,0.638
0,1578430372.4,AUXZU,USD,50410,0.056,50570,0.948
1,1578430372.4,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430372.4,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430372.4,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430372.4,AUXLN,USD,50410,0.95,50560,0.948
5,1578430372.4,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430372.4,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430372.4,AUXNY,USD,50370,0.95,50590,0.953
8,1578430372.4,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430372.4,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430372.4,AUXTR,USD,50370,0.95,50590,0.953
11,1578430372.4,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430372.4,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430372.4,AUXSG,USD,50410,0.95,50600,0.5
14,1578430372.4,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430372.4,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430372.4,AGXZU,USD,590,7.463,592,4.999
17,1578430372.4,AGXZU,GBP,448,54.201,450,0.543
18,1578430372.4,AGXZU,EUR,525,9.996,528,55.182
19,1578430372.4,AGXLN,USD,590,27.263,591,1.996
20,1578430372.4,AGXLN,GBP,448,54.435,450,3.318
21,1578430372.4,AGXLN,EUR,528,41.732,531,14.965
22,1578430372.4,AGXTR,USD,589,27.225,595,0.623
23,1578430372.4,AGXTR,GBP,448,26.231,456,26.861
24,1578430372.4,AGXTR,EUR,528,26.708,536,6.23
25,1578430372.4,AGXSG,USD,590,7.463,595,0.093
26,1578430372.4,AGXSG,GBP,448,26.231,455,21.349
27,1578430372.4,AGXSG,EUR,528,26.708,535,3
28,1578430372.4,PTXLN,USD,31060,0.638,31330,0.654
29,1578430372.4,PTXLN,GBP,23670,0.639,23870,0.639
30,1578430372.4,PTXLN,EUR,27900,0.1,28110,0.638
0,1578430377.6,AUXZU,USD,50410,0.056,50570,0.948
1,1578430377.6,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430377.6,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430377.6,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430377.6,AUXLN,USD,50410,0.95,50560,0.948
5,1578430377.6,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430377.6,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430377.6,AUXNY,USD,50370,0.95,50590,0.953
8,1578430377.6,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430377.6,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430377.6,AUXTR,USD,50370,0.95,50590,0.953
11,1578430377.6,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430377.6,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430377.6,AUXSG,USD,50410,0.95,50600,0.5
14,1578430377.6,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430377.6,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430377.6,AGXZU,USD,590,7.463,592,4.999
17,1578430377.6,AGXZU,GBP,448,54.201,450,0.543
18,1578430377.6,AGXZU,EUR,525,9.996,528,55.182
19,1578430377.6,AGXLN,USD,590,27.263,591,1.996
20,1578430377.6,AGXLN,GBP,448,54.435,450,3.318
21,1578430377.6,AGXLN,EUR,528,41.732,531,14.965
22,1578430377.6,AGXTR,USD,589,27.225,595,0.623
23,1578430377.6,AGXTR,GBP,448,26.231,456,26.861
24,1578430377.6,AGXTR,EUR,528,26.708,536,6.23
25,1578430377.6,AGXSG,USD,590,7.463,595,0.093
26,1578430377.6,AGXSG,GBP,448,26.231,455,21.349
27,1578430377.6,AGXSG,EUR,528,26.708,535,3
28,1578430377.6,PTXLN,USD,31060,0.638,31330,0.654
29,1578430377.6,PTXLN,GBP,23670,0.639,23870,0.639
30,1578430377.6,PTXLN,EUR,27900,0.1,28110,0.638
0,1578430382.7,AUXZU,USD,50410,0.056,50570,0.948
1,1578430382.7,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430382.7,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430382.7,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430382.7,AUXLN,USD,50410,0.95,50560,0.948
5,1578430382.7,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430382.7,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430382.7,AUXNY,USD,50370,0.95,50590,0.953
8,1578430382.7,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430382.7,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430382.7,AUXTR,USD,50370,0.95,50590,0.953
11,1578430382.7,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430382.7,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430382.7,AUXSG,USD,50410,0.95,50600,0.5
14,1578430382.7,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430382.7,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430382.7,AGXZU,USD,590,7.463,592,4.999
17,1578430382.7,AGXZU,GBP,448,54.201,450,0.543
18,1578430382.7,AGXZU,EUR,525,9.996,528,55.182
19,1578430382.7,AGXLN,USD,590,27.263,591,1.996
20,1578430382.7,AGXLN,GBP,448,54.435,450,3.318
21,1578430382.7,AGXLN,EUR,528,41.732,531,14.965
22,1578430382.7,AGXTR,USD,589,27.225,595,0.623
23,1578430382.7,AGXTR,GBP,448,26.231,456,26.861
24,1578430382.7,AGXTR,EUR,528,26.708,536,6.23
25,1578430382.7,AGXSG,USD,590,7.463,595,0.093
26,1578430382.7,AGXSG,GBP,448,26.231,455,21.349
27,1578430382.7,AGXSG,EUR,528,26.708,535,3
28,1578430382.7,PTXLN,USD,31060,0.638,31330,0.654
29,1578430382.7,PTXLN,GBP,23670,0.639,23870,0.639
30,1578430382.7,PTXLN,EUR,27900,0.1,28110,0.638
0,1578430387.9,AUXZU,USD,50410,0.056,50570,0.948
1,1578430387.9,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430387.9,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430387.9,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430387.9,AUXLN,USD,50410,0.95,50560,0.948
5,1578430387.9,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430387.9,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430387.9,AUXNY,USD,50370,0.95,50590,0.953
8,1578430387.9,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430387.9,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430387.9,AUXTR,USD,50370,0.95,50590,0.953
11,1578430387.9,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430387.9,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430387.9,AUXSG,USD,50410,0.95,50600,0.5
14,1578430387.9,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430387.9,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430387.9,AGXZU,USD,590,7.463,592,4.999
17,1578430387.9,AGXZU,GBP,449,44.882,450,0.543
18,1578430387.9,AGXZU,EUR,525,9.996,528,55.182
19,1578430387.9,AGXLN,USD,590,27.263,591,1.996
20,1578430387.9,AGXLN,GBP,449,44.882,450,3.318
21,1578430387.9,AGXLN,EUR,528,58.732,531,14.965
22,1578430387.9,AGXTR,USD,589,27.225,595,0.623
23,1578430387.9,AGXTR,GBP,449,26.929,457,26.929
24,1578430387.9,AGXTR,EUR,528,44.841,536,6.23
25,1578430387.9,AGXSG,USD,590,7.463,595,0.093
26,1578430387.9,AGXSG,GBP,449,26.929,455,2
27,1578430387.9,AGXSG,EUR,528,44.841,535,3
28,1578430387.9,PTXLN,USD,31060,0.638,31330,0.654
29,1578430387.9,PTXLN,GBP,23670,0.639,23870,0.639
30,1578430387.9,PTXLN,EUR,27900,0.1,28110,0.638
0,1578430393.0,AUXZU,USD,50410,0.056,50570,0.948
1,1578430393.0,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430393.0,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430393.0,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430393.0,AUXLN,USD,50410,0.95,50560,0.948
5,1578430393.0,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430393.0,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430393.0,AUXNY,USD,50370,0.95,50590,0.953
8,1578430393.0,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430393.0,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430393.0,AUXTR,USD,50370,0.95,50590,0.953
11,1578430393.0,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430393.0,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430393.0,AUXSG,USD,50410,0.95,50600,0.5
14,1578430393.0,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430393.0,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430393.0,AGXZU,USD,590,7.463,592,4.999
17,1578430393.0,AGXZU,GBP,449,44.882,450,0.543
18,1578430393.0,AGXZU,EUR,525,9.996,528,55.182
19,1578430393.0,AGXLN,USD,590,27.263,591,1.996
20,1578430393.0,AGXLN,GBP,449,44.882,450,3.318
21,1578430393.0,AGXLN,EUR,528,58.732,531,14.965
22,1578430393.0,AGXTR,USD,589,27.225,595,0.623
23,1578430393.0,AGXTR,GBP,449,26.929,457,26.929
24,1578430393.0,AGXTR,EUR,528,44.841,536,6.23
25,1578430393.0,AGXSG,USD,590,7.463,595,0.093
26,1578430393.0,AGXSG,GBP,449,26.929,455,2
27,1578430393.0,AGXSG,EUR,528,44.841,535,3
28,1578430393.0,PTXLN,USD,31060,0.638,31330,0.654
29,1578430393.0,PTXLN,GBP,23670,0.639,23870,0.639
30,1578430393.0,PTXLN,EUR,27900,0.1,28110,0.638
0,1578430398.2,AUXZU,USD,50410,0.056,50570,0.948
1,1578430398.2,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430398.2,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430398.2,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430398.2,AUXLN,USD,50410,0.95,50560,0.948
5,1578430398.2,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430398.2,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430398.2,AUXNY,USD,50370,0.95,50590,0.953
8,1578430398.2,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430398.2,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430398.2,AUXTR,USD,50370,0.95,50590,0.953
11,1578430398.2,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430398.2,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430398.2,AUXSG,USD,50410,0.95,50600,0.5
14,1578430398.2,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430398.2,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430398.2,AGXZU,USD,590,7.463,592,4.999
17,1578430398.2,AGXZU,GBP,449,44.882,450,0.543
18,1578430398.2,AGXZU,EUR,525,9.996,528,55.182
19,1578430398.2,AGXLN,USD,590,27.263,591,1.996
20,1578430398.2,AGXLN,GBP,449,51.829,450,3.318
21,1578430398.2,AGXLN,EUR,529,42.726,531,14.965
22,1578430398.2,AGXTR,USD,589,27.225,595,0.623
23,1578430398.2,AGXTR,GBP,449,26.929,457,26.929
24,1578430398.2,AGXTR,EUR,529,27.345,536,6.23
25,1578430398.2,AGXSG,USD,590,7.463,595,0.093
26,1578430398.2,AGXSG,GBP,449,26.929,455,2
27,1578430398.2,AGXSG,EUR,529,27.345,535,3
28,1578430398.2,PTXLN,USD,31060,0.637,31330,0.654
29,1578430398.2,PTXLN,GBP,23670,0.639,23870,0.624
30,1578430398.2,PTXLN,EUR,27900,0.1,28110,0.637
0,1578430403.4,AUXZU,USD,50410,0.056,50570,0.948
1,1578430403.4,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430403.4,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430403.4,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430403.4,AUXLN,USD,50410,0.95,50560,0.948
5,1578430403.4,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430403.4,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430403.4,AUXNY,USD,50370,0.95,50590,0.953
8,1578430403.4,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430403.4,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430403.4,AUXTR,USD,50370,0.95,50590,0.953
11,1578430403.4,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430403.4,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430403.4,AUXSG,USD,50410,0.95,50600,0.5
14,1578430403.4,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430403.4,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430403.4,AGXZU,USD,590,7.463,592,4.999
17,1578430403.4,AGXZU,GBP,449,44.882,450,0.543
18,1578430403.4,AGXZU,EUR,525,9.996,528,55.182
19,1578430403.4,AGXLN,USD,590,27.263,591,1.996
20,1578430403.4,AGXLN,GBP,449,51.829,450,3.318
21,1578430403.4,AGXLN,EUR,529,42.726,531,14.965
22,1578430403.4,AGXTR,USD,589,27.225,595,0.623
23,1578430403.4,AGXTR,GBP,449,26.929,457,26.929
24,1578430403.4,AGXTR,EUR,529,27.345,536,6.23
25,1578430403.4,AGXSG,USD,590,7.463,595,0.093
26,1578430403.4,AGXSG,GBP,449,26.929,455,2
27,1578430403.4,AGXSG,EUR,529,27.345,535,3
28,1578430403.4,PTXLN,USD,31060,0.637,31330,0.654
29,1578430403.4,PTXLN,GBP,23670,0.639,23870,0.624
30,1578430403.4,PTXLN,EUR,27900,0.1,28110,0.637
0,1578430408.6,AUXZU,USD,50410,0.056,50570,0.948
1,1578430408.6,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430408.6,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430408.6,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430408.6,AUXLN,USD,50410,0.95,50560,0.948
5,1578430408.6,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430408.6,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430408.6,AUXNY,USD,50370,0.95,50590,0.953
8,1578430408.6,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430408.6,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430408.6,AUXTR,USD,50370,0.95,50590,0.953
11,1578430408.6,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430408.6,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430408.6,AUXSG,USD,50410,0.95,50600,0.5
14,1578430408.6,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430408.6,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430408.6,AGXZU,USD,590,7.463,592,4.999
17,1578430408.6,AGXZU,GBP,449,44.882,450,0.543
18,1578430408.6,AGXZU,EUR,525,9.996,528,55.182
19,1578430408.6,AGXLN,USD,590,27.263,591,1.996
20,1578430408.6,AGXLN,GBP,449,51.829,450,3.318
21,1578430408.6,AGXLN,EUR,529,42.726,531,14.965
22,1578430408.6,AGXTR,USD,589,27.225,595,0.623
23,1578430408.6,AGXTR,GBP,449,26.929,457,26.929
24,1578430408.6,AGXTR,EUR,529,27.345,536,6.23
25,1578430408.6,AGXSG,USD,590,7.463,595,0.093
26,1578430408.6,AGXSG,GBP,449,26.929,455,2
27,1578430408.6,AGXSG,EUR,529,27.345,535,3
28,1578430408.6,PTXLN,USD,31060,0.637,31330,0.654
29,1578430408.6,PTXLN,GBP,23670,0.639,23880,0.624
30,1578430408.6,PTXLN,EUR,27900,0.1,28120,0.637
0,1578430413.7,AUXZU,USD,50410,0.056,50570,0.948
1,1578430413.7,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430413.7,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430413.7,AUXZU,JPY,5469000,1.922,5490000,1.902
4,1578430413.7,AUXLN,USD,50410,0.95,50560,0.948
5,1578430413.7,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430413.7,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430413.7,AUXNY,USD,50370,0.95,50590,0.953
8,1578430413.7,AUXNY,GBP,38380,0.948,38570,0.926
9,1578430413.7,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430413.7,AUXTR,USD,50370,0.95,50590,0.953
11,1578430413.7,AUXTR,GBP,38380,0.948,38570,0.926
12,1578430413.7,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430413.7,AUXSG,USD,50410,0.95,50600,0.5
14,1578430413.7,AUXSG,GBP,38420,0.934,38580,1.896
15,1578430413.7,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430413.7,AGXZU,USD,590,7.463,592,4.999
17,1578430413.7,AGXZU,GBP,449,44.882,450,0.543
18,1578430413.7,AGXZU,EUR,525,9.996,528,55.182
19,1578430413.7,AGXLN,USD,590,27.263,591,1.996
20,1578430413.7,AGXLN,GBP,449,51.829,450,3.318
21,1578430413.7,AGXLN,EUR,529,42.726,531,14.965
22,1578430413.7,AGXTR,USD,589,27.225,595,0.623
23,1578430413.7,AGXTR,GBP,449,26.929,457,26.929
24,1578430413.7,AGXTR,EUR,529,27.345,536,6.23
25,1578430413.7,AGXSG,USD,590,7.463,595,0.093
26,1578430413.7,AGXSG,GBP,449,26.929,455,2
27,1578430413.7,AGXSG,EUR,529,27.345,535,3
28,1578430413.7,PTXLN,USD,31060,0.637,31330,0.654
29,1578430413.7,PTXLN,GBP,23670,0.639,23880,0.624
30,1578430413.7,PTXLN,EUR,27900,0.1,28120,0.637
0,1578430418.9,AUXZU,USD,50410,0.056,50570,0.948
1,1578430418.9,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430418.9,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430418.9,AUXZU,JPY,5469000,1.922,5492000,1.902
4,1578430418.9,AUXLN,USD,50410,0.95,50560,0.948
5,1578430418.9,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430418.9,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430418.9,AUXNY,USD,50390,0.947,50610,0.944
8,1578430418.9,AUXNY,GBP,38390,0.942,38570,0.926
9,1578430418.9,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430418.9,AUXTR,USD,50390,0.947,50610,0.944
11,1578430418.9,AUXTR,GBP,38390,0.942,38570,0.926
12,1578430418.9,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430418.9,AUXSG,USD,50410,0.95,50600,0.5
14,1578430418.9,AUXSG,GBP,38420,0.934,38580,0.948
15,1578430418.9,AUXSG,EUR,45240,0.943,45430,1.906
16,1578430418.9,AGXZU,USD,590,7.463,592,4.999
17,1578430418.9,AGXZU,GBP,449,44.882,450,0.543
18,1578430418.9,AGXZU,EUR,525,9.996,528,55.182
19,1578430418.9,AGXLN,USD,590,27.263,591,1.996
20,1578430418.9,AGXLN,GBP,449,51.829,450,3.318
21,1578430418.9,AGXLN,EUR,529,42.726,531,14.965
22,1578430418.9,AGXTR,USD,589,27.225,595,0.623
23,1578430418.9,AGXTR,GBP,449,26.929,457,26.929
24,1578430418.9,AGXTR,EUR,529,27.345,536,6.23
25,1578430418.9,AGXSG,USD,590,7.463,595,0.093
26,1578430418.9,AGXSG,GBP,449,26.929,455,2
27,1578430418.9,AGXSG,EUR,529,27.345,535,3
28,1578430418.9,PTXLN,USD,31060,0.637,31330,0.654
29,1578430418.9,PTXLN,GBP,23670,0.639,23880,0.624
30,1578430418.9,PTXLN,EUR,27900,0.1,28120,0.637
0,1578430424.0,AUXZU,USD,50410,0.056,50570,0.948
1,1578430424.0,AUXZU,GBP,38420,0.934,38540,0.934
2,1578430424.0,AUXZU,EUR,45240,0.847,45250,0.011
3,1578430424.0,AUXZU,JPY,5469000,1.922,5492000,1.902
4,1578430424.0,AUXLN,USD,50410,0.95,50560,0.948
5,1578430424.0,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430424.0,AUXLN,EUR,45240,0.943,45380,1.039
7,1578430424.0,AUXNY,USD,50390,0.947,50610,0.944
8,1578430424.0,AUXNY,GBP,38390,0.942,38570,0.926
